NUVA,label,comment,abstract
VAC['1355'],EUPENTA,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False
VAC['1356'],EUVAX B 10 µg,"Recombinant hepatitis B vaccine, paediatric dose",False
VAC['1357'],EUPOLIO,Inactivated polio (trivalent) vaccine,False
VAC['1358'],SKYCELLFLU QUADRIVALENT,"Quadrivalent inactivated seasonal influenza vaccine, cell-based",False
VAC['1359'],SKYCELLFLU TRIVALENT,"Trivalent inactivated seasonal influenza vaccine, produced in cell culture",False
VAC['1360'],HEPAMUNE B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1361'],HEPAMUNE B 20 µg,"Recombinant hepatitis B vaccine, adult dose",False
VAC['1362'],SK TD,"Diphtheria vaccine (toxoid, reduced dose) and tetanus vaccine (toxoid)",False
VAC['1363'],HEPAVAX-GENE B 10 µg,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1364'],BIOHIB,Haemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated to tetanus toxoid,False
VAC['1365'],COMVAC5,"Paediatric vaccine for diphtheria (toxoid, standard dose), tetanus (toxoid), whooping cough (whole, standard dose), hepatitis B and Haemophilus influenzae type b (conjugated with tetanus toxoid).",False
VAC['1366'],HILLCHOL,"Cholera vaccine, oral, containing formalin-inactivated whole V. cholerae O1 bacteria",False
VAC['1367'],HNVAC,"Pandemic influenza A(H1N1)pdm09 vaccine, inactivated",False
VAC['1368'],INCOVACC,"COVID-19 vaccine, non-replicating chimpanzee adenoviral vector ChAdOx1 encoding the SARS-CoV-2 spike protein",False
VAC['1369'],INDIRAB,"Whole virion inactivated rabies vaccine, cultured on Vero cells",False
VAC['1370'],JENVAC,"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells",False
VAC['1371'],REVAC-B MCF,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1372'],ROTAVAC,Rotavirus vaccine,False
VAC['1373'],ROTAVAC 5D,Rotavirus vaccine,False
VAC['1374'],TYPBAR-TCV,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid protein",False
VAC['1375'],TWINRAB,"Rabies immunoglobulin, unspecified",False
VAC['1376'],ZYCOV-D,COVID-19 plasmid DNA vaccine,False
VAC['1377'],VAXIFLU-4,"Quadrivalent inactivated seasonal influenza vaccine, split or subunit, unspecified",False
VAC['1378'],VACTYPH,Polysaccharide typhoid vaccine (Vi capsular antigen),False
VAC['1379'],ZYVAC MMR,"Live attenuated measles, mumps and rubella vaccine",False
VAC['1380'],ZYVAC TCV,"Typhoid conjugate vaccine, Vi polysaccharide linked to tetanus toxoid protein",False
VAC['1381'],MEASLES AND RUBELLA VACCINE ZYDUS,Live attenuated measles and rubella vaccine,False
VAC['1382'],SKYTYPHOID,"Typhoid conjugate vaccine, Vi polysaccharide capsular antigen linked to a carrier protein (diphtheria toxin)",False
VAC['1383'],CYVAC,Malaria vaccine,False
VAC['1384'],BARYCELA,Live attenuated chickenpox vaccine,False
VAC['1385'],GC FLU QUADRIVALENT,"Quadrivalent inactivated seasonal influenza vaccine, split or subunit, unspecified",False
VAC['1386'],GCFLU,"Quadrivalent inactivated seasonal influenza vaccine, pediatric dose",False
VAC['1387'],SINSAVAC,Live attenuated yellow fever vaccine,False
VAC['1388'],BIVAC POLIO,"Polio vaccine (live attenuated, bivalent) against poliovirus types 1 and 3, oral",False
VAC['1389'],INLIVE,Whole inactivated enterovirus A71 vaccine,False
VAC['1390'],HEALIVE,Inactivated hepatitis A vaccine,False
VAC['1391'],BILIVE,"Combined hepatitis A and B vaccine, adult dose",False
VAC['1392'],23-VALENT SINOVAC,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['1393'],PROVARIX,Live attenuated chickenpox vaccine,False
VAC['1394'],POLIO SINOVAC VACCINE,Inactivated polio (trivalent) vaccine,False
VAC['1395'],MUMPS SINOVAC VACCINE,Live attenuated mumps vaccine,False
VAC['1396'],ANFLU,"Trivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1397'],PANFLU,"Influenza A(H5N1) vaccine (fragmented virion, inactivated, adjuvanted)",False
VAC['1398'],PANFLU.1,"Pandemic influenza A(H1N1)pdm09 vaccine, inactivated",False
VAC['1399'],TERTRANFLU,"Quadrivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1400'],SHANIPV,Inactivated polio (trivalent) vaccine,False
VAC['1401'],9-VALENT HPV VACCINE INNOVAX,"Human Papillomavirus vaccine, nonavalent (types 6, 11, 16, 18, 31, 33, 45, 52, and 58), recombinant",False
VAC['1402'],EASYSIX,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole cell), Haemophilus influenzae type b (conjugated to tetanus toxoid), inactivated polio (trivalent) and hepatitis B (recombinant) pediatric vaccine, adsorbed",False
VAC['1403'],EASYFIVE-TT,"Vaccin pédiatrique diphtérique (anatoxine, dose standard), tétanique (anatoxine), coquelucheux (entier, dose standard), hépatite B et anti-Haemophilus influenzae type b (conjugué à l'anatoxine tétanique)",False
VAC['1404'],EASYFOUR-TT,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (whole-cell inactivated) and Haemophilus influenzae type b (conjugated to diphtheria toxoid) pediatric vaccine",False
VAC['1405'],EASYFOURPOL,"Diphtheria toxoid (standard dose), tetanus toxoid, pertussis (multicomponent acellular, standard dose), Haemophilus influenzae type b (conjugated to tetanus toxoid) and inactivated polio (trivalent) pediatric vaccine, adsorbed",False
VAC['1406'],SPUTNIK V,"COVID-19 vaccine, non-replicating adenoviral 6 vector encoding the SARS-CoV-2 spike protein",False
VAC['1407'],NOVOHIB,Haemophilus influenzae type b conjugate vaccine composed of PRP (polyribosylribitol phosphate) conjugated to tetanus toxoid,False
VAC['1408'],ENIVACHB,"Recombinant hepatitis B vaccine, pediatric dose",False
VAC['1409'],"COVID-19 mRNA vaccine, Omicron JN.1 subvariant, 50 micrograms per dose, multidose vial","COVID-19 mRNA vaccine, Omicron JN.1 subvariant, 50 micrograms per dose, multidose vial",True
VAC['1410'],"COVID-19 mRNA vaccine, Omicron JN.1 subvariant, 25 micrograms per dose, multidose vial","COVID-19 mRNA vaccine, Omicron JN.1 subvariant, 25 micrograms per dose, multidose vial",True
VAC['1411'],"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 30 micrograms, adult dose (+ 12 years)","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 30 micrograms, adult dose (+ 12 years)",True
VAC['1412'],"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 10 micrograms, paediatric dose (5-11 years)","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 10 micrograms, paediatric dose (5-11 years)",True
VAC['1413'],"COVID-19 mRNA vaccine, subvariant Omicron JN.1, 3 micrograms, dose (6 months-4 years)","COVID-19 mRNA vaccine, subvariant Omicron JN.1, 3 micrograms, dose (6 months-4 years)",True
VAC['1414'],"COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron JN.1 subvariant","COVID-19 vaccine, protein subunit, recombinant spike protein nanoparticles, with adjuvant (Matrix M), Omicron JN.1 subvariant",True
VAC['1415'],Polyvalent vaccine against  pus bacterium Pseudomonas aeruginosa,Polyvalent vaccine against  pus bacterium Pseudomonas aeruginosa,True
VAC['1416'],"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 3 micrograms, paediatric dose (6 months-4 years)","COVID-19 mRNA vaccine, subvariant Omicron KP.2, 3 micrograms, paediatric dose (6 months-4 years)",True
VAC['1417'],"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 10 micrograms, paediatric dose (5-11 years)","COVID-19 mRNA vaccine, subvariant Omicron KP.2, 10 micrograms, paediatric dose (5-11 years)",True
VAC['1418'],"COVID-19 mRNA vaccine, subvariant Omicron KP.2, 30 micrograms, adult (+ 12 years)","COVID-19 mRNA vaccine, subvariant Omicron KP.2, 30 micrograms, adult (+ 12 years)",True
VAC['1419'],"Chikungunya VLP vaccine (recombinant, adsorbed)","Chikungunya VLP vaccine (recombinant, adsorbed)",True
VAC['1420'],Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,Single-stranded 5' capped mRNA encoding the Respiratory syncytial virus glycoprotein F stabilized in the prefusion conformation,True
VAC['1421'],"COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus","COVID-19 vaccine, mRNA encoding the SARS-CoV-2 spike protein, original virus",True
VAC['1422'],"COVID-19 protein subunit vaccine, recombinant N protein","COVID-19 protein subunit vaccine, recombinant N protein",True
VAC['1423'],Live attenuated influenza A(H1N1)pdm09 pandemic vaccine,Live attenuated influenza A(H1N1)pdm09 pandemic vaccine,True
VAC['1424'],"10-valent pneumococcal polysaccharide conjugate vaccine, serotypes 1, 5, 6A, 6B, 7F, 9V, 14, 19A, 19F and 23F","10-valent pneumococcal polysaccharide conjugate vaccine, serotypes 1, 5, 6A, 6B, 7F, 9V, 14, 19A, 19F and 23F",True
VAC['1425'],"Typhoid vaccine, Vi antigen conjugated to CRM197 protein","Typhoid vaccine, Vi antigen conjugated to CRM197 protein",True
VAC['1426'],Bivalent recombinant vaccine against human papillomavirus (types 16 and 18) (Pichia pastoris),Bivalent recombinant vaccine against human papillomavirus (types 16 and 18) (Pichia pastoris),True
VAC['1427'],"Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms","Whole inactivated Japanese encephalitis vaccine, prepared in Vero cells, 6 micrograms",True
VAC['1428'],"COVID-19 vaccine, protein subunit, recombinant homodimeric RBD protein, Omicron variant XBB.1.16, with adjuvant (SQBA)","COVID-19 vaccine, protein subunit, recombinant homodimeric RBD protein, Omicron variant XBB.1.16, with adjuvant (SQBA)",True
VAC['1429'],TETANEA,Anti-tetanus immunoglobulin,False
VAC['1430'],"COVID-19 bivalent mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 50 micrograms, unspecified","COVID-19 bivalent mRNA vaccine against the original virus and the Omicron BA.4/5 variant, 50 micrograms, unspecified",True
VAC['1431'],"RSV vaccine, unspecified","RSV vaccine, unspecified",True
VAC['1432'],"Argentine hemorrhagic fever vaccine, Junin virus, unspecified","Argentine hemorrhagic fever vaccine, Junin virus, unspecified",True
VAC['1433'],"Plague vaccine, unspecified","Plague vaccine, unspecified",True
VAC['1434'],"Meningococcal A vaccine, unspecified","Meningococcal A vaccine, unspecified",True
VAC['1435'],"Rabies vaccine, inactivated, whole virion, cell culture-based, unspecified","Rabies valence, inactivated, whole virion, cell culture-based, unspecified",True
VAC['1436'],"Rabies vaccine, inactivated, whole virion, prepared from animal brain tissue infected with rabies virus, unspecified","Rabies vaccine, inactivated, whole virion, prepared from animal brain tissue infected with rabies virus, unspecified",True
VAC['1437'],"Meningococcal vaccine, monovalent, conjugate","Meningococcal vaccine, monovalent, conjugate",True
VAC['1438'],"Influenza vaccine, trivalent, inactivated, fractionated or subunit, adjuvanted","Influenza vaccine, trivalent, inactivated, fractionated or subunit, adjuvanted",True
VAC['1439'],"Meningococcal vaccine, polyvalent, conjugate polysaccharide","Meningococcal vaccine, polyvalent, conjugate polysaccharide",True
VAC['1440'],"Influenza vaccine, quadrivalent, inactivated, fractionated or subunit, adjuvanted, normal dose","Influenza valence, quadrivalent, inactivated, fractionated or subunit, adjuvanted, normal dose",True
VAC['1441'],"Influenza vaccine, quadrivalent, inactivated, split or subunit, intradermal route, unspecified","Influenza vaccine, quadrivalent, inactivated, split or subunit, intradermal route, unspecified",True
VAC['1442'],"Influenza vaccine, quadrivalent, virosomal, unspecified","Influenza vaccine, quadrivalent, virosomal, unspecified",True
VAC['1443'],"Influenza vaccine, trivalent, virosomal, unspecified","Influenza vaccine, trivalent, virosomal, unspecified",True
VAC['1444'],"Influenza vaccine, trivalent, VLP, unspecified","Influenza vaccine, trivalent, VLP, unspecified",True
VAC['1445'],"Avian influenza vaccine, mRNA","Avian influenza vaccine, mRNA",True
VAC['1446'],"Japanese encephalitis vaccine, inactivated, whole-virus, derived from Vero cells, 3 micrograms","Japanese encephalitis vaccine, inactivated, whole-virus, derived from Vero cells, 3 micrograms",True
VAC['1447'],VACCIN BCG SYNTHAVERSE,Tuberculosis vaccine,False
VAC['1448'],BCG VACCINE MERCK,Live attenuated tuberculosis vaccine,False
VAC['1449'],DITANRIX-PEDIATRIC,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False
VAC['1450'],HEPACARE,"Recombinant hepatitis B vaccine, adult dose",False
VAC['1451'],CHIROFLU,"Trivalent inactivated seasonal influenza vaccine, split virion",False
VAC['1452'],SCI-B-VAC,"Recombinant hepatitis B vaccine, three antigens (HbS, pre-S1 and pre-S2)",False
VAC['1453'],INVIVAC,"Influenza vaccine, trivalent, virosomal, unspecified",False
VAC['1454'],PRIMAVAX,"Diphtheria vaccine (anatoxin, standard dose), tetanus vaccine (anatoxin) and hepatitis B vaccine",False
VAC['1455'],MENGIVAC A + C,"Unconjugated meningococcal polysaccharide vaccine, serogroups A and C",False
VAC['1456'],WYVAC,"Whole virion inactivated rabies vaccine, prepared in MRC5 cells",False
VAC['1457'],TETRA-SOLGEN,"Pediatric diphtheria (toxoid, standard dose), tetanus (toxoid), pertussis (whole inactivated), and polio (whole inactivated, trivalent) vaccine",False
VAC['1458'],TRIDIPIGEN,"Paediatric diphtheria vaccine (toxoid, standard dose), tetanus vaccine (toxoid) and pertussis vaccine (whole inactivated)",False
VAC['1459'],TRINFAGEN N0.1,"Diphtheria toxoid (standard dose), tetanus toxoid and inactivated polio (trivalent) pediatric vaccine",False
VAC['1460'],SOLGEN,"Paediatric diphtheria vaccine (toxoid, standard dose), tetanus vaccine (toxoid) and pertussis vaccine (whole inactivated)",False
VAC['1461'],DIFTET,"Paediatric diphtheria vaccine (toxoid, standard dose) and tetanus vaccine (toxoid)",False
VAC['1462'],PNU-IMUNE 14,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
VAC['1463'],FREEZE-DRIED BCG VACCINE JAPAN,Tuberculosis vaccine,False
VAC['1464'],FLUBRON VACCINE,"Seasonal influenza vaccine, whole inactivated",False
VAC['1465'],PERDIPIGEN,"Paediatric diphtheria vaccine (toxoid, standard dose) and pertussis (whole-cell inactivated)",False
VAC['1466'],COMIRNATY LP.8.1 30 µg,"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 30 micrograms, adult (+ 12 years)",False
VAC['1467'],COMIRNATY LP.8.1 3 µg 6 MOIS-4 ANS,"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 3 micrograms, paediatric dose (6 months-4 years)",False
VAC['1468'],COMIRNATY LP.8.1 10 µg 5-11 ans,"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 10 micrograms, paediatric dose (5-11 years)",False
VAC['1469'],mNEXSPIKE,"COVID-19 mRNA vaccine, encoding fragments (NTD and RBD) of the SARS-CoV-2 spike protein, Omicron LP.8.1 subvariant",False
VAC['1470'],"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 3 micrograms, paediatric dose (6 months-4 years)","COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 3 micrograms, paediatric dose (6 months-4 years)",True
VAC['1471'],"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 30 micrograms, adult (+ 12 years)","COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 30 micrograms, adult (+ 12 years)",True
VAC['1472'],"COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 10 micrograms, paediatric dose (5-11 years)","COVID-19 mRNA vaccine, subvariant Omicron LP.8.1, 10 micrograms, paediatric dose (5-11 years)",True
VAC['1473'],"COVID-19 mRNA vaccine, encoding a fragment of the SARS-CoV-2 spike protein, Omicron LP.8.1 subvariant","COVID-19 mRNA vaccine, encoding a fragment of the SARS-CoV-2 spike protein, Omicron LP.8.1 subvariant",True
VAC['1474'],ENFLONSIA (CLESROVIMAB),Human RSV monoclonal antibody,False
VAC['1475'],"Human monoclonal antibody against respiratory syncytial virus (RSV), clesrovimab, unspecified","Human monoclonal antibody against respiratory syncytial virus (RSV), clesrovimab, unspecified",True
VAC['1476'],"Meningococcal vaccine against A, C, W, Y (conjugated polysaccharide) and B","Meningococcal vaccine against A, C, W, Y (conjugated polysaccharide) and B",True
VAC['1477'],ENCEPUR N ENFANT,"Tick-borne encephalitis vaccine, whole-virus inactivated, K23 strain, 0,25 mL",False
VAC['1478'],SYNAGIS 50 mg (PALIZIVUMAB),,False
VAC['1479'],VACPERTAGEN,,False
VAC['1480'],PNEUMOVAX 23,"Unconjugated pneumococcal polysaccharide vaccine, 23-valent, serotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",False
